mmsiNo,imoNo,vsslNm,callLetter,vsslTp,vsslTpCd,vsslTpCrgo,vsslCls,vsslLen,vsslWidth,flag,flagCd,vsslDefBrd,lon,lat,sog,cog,rot,headSide,vsslNavi,vsslNaviCd,source,dt_pos_utc,dt_static_utc,vsslTpMain,vsslTpSub,dstNm,dstCd,eta
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.9,120.66568333,31.99281667,0.0,236.7,0.0,88.0,MOORED,5,V-AIS,20221101235159,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.9,120.66568333,31.99281667,0.0,245.5,0.0,88.0,MOORED,5,V-AIS,20221102001221,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,90.0,MOORED,5,V-AIS,20221101091309,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,90.0,MOORED,5,V-AIS,20221101093407,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,89.0,MOORED,5,V-AIS,20221101100328,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,91.0,MOORED,5,V-AIS,20221101103107,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,89.0,MOORED,5,V-AIS,20221101111835,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,91.0,MOORED,5,V-AIS,20221101113915,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,89.0,MOORED,5,V-AIS,20221101115334,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,91.0,MOORED,5,V-AIS,20221101121436,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,90.0,MOORED,5,V-AIS,20221101132600,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,89.0,MOORED,5,V-AIS,20221101133845,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,89.0,MOORED,5,V-AIS,20221101143047,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,89.0,MOORED,5,V-AIS,20221101145113,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,110.0,0.0,90.0,MOORED,5,V-AIS,20221101160058,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,164.1,0.0,91.0,MOORED,5,T-AIS,20221101163738,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,164.1,0.0,90.0,MOORED,5,V-AIS,20221101170728,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,164.1,0.0,90.0,MOORED,5,V-AIS,20221101171304,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,164.1,0.0,90.0,MOORED,5,V-AIS,20221101205224,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,164.1,0.0,88.0,MOORED,5,V-AIS,20221101211249,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,164.1,0.0,91.0,MOORED,5,V-AIS,20221101212609,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99283333,0.0,140.7,0.0,92.0,MOORED,5,V-AIS,20221101215908,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99285,0.0,110.0,0.0,89.0,MOORED,5,T-AIS,20221101123636,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.66568333,31.99285,0.0,110.0,0.0,90.0,MOORED,5,V-AIS,20221101125940,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.6657,31.99281667,0.0,164.1,0.0,91.0,MOORED,5,T-AIS,20221101173940,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.6657,31.99283333,0.0,110.0,0.0,91.0,MOORED,5,T-AIS,20221101084838,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.6657,31.99283333,0.0,110.0,0.0,89.0,MOORED,5,V-AIS,20221101095034,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.6657,31.99283333,0.0,110.0,0.0,89.0,MOORED,5,V-AIS,20221101105141,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,120.6657,31.99283333,0.0,110.0,0.0,91.0,MOORED,5,V-AIS,20221101140535,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.9,120.75015,32.0088,9.8,81.3,0.0,84.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221102014029,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.9,120.8368,31.98129833,10.2,139.2,0.0,139.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221102021027,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.9,120.87448333,31.91841667,10.1,162.1,0.0,163.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221102023528,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.9,120.89046667,31.86146667,10.5,165.1,0.0,164.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221102025545,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.9,124.22243333,32.02275,10.7,47.8,0.0,48.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221102234939,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.9,124.3047,32.09201667,10.7,34.7,0.0,26.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103001015,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.34866667,32.16749833,10.6,27.2,0.0,22.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103004145,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.43133333,32.22926667,10.8,58.8,0.0,55.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103011211,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.43745,32.23233333,10.8,59.5,0.0,54.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103013326,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.57535,32.290565,10.4,51.0,0.0,44.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103015722,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.62405,32.3241,10.3,48.1,0.0,41.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103022730,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.70368333,32.3809,10.3,50.5,0.0,43.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103024855,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.78868333,32.44723167,9.9,46.5,0.0,39.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221103031653,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.79893333,32.45503333,9.9,48.0,0.0,40.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103033930,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.86463333,32.50455,9.8,48.7,0.0,41.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103035127,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,124.92003333,32.54784833,9.6,39.7,0.0,31.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103041317,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.08108167,32.70045,8.6,47.0,0.0,43.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103053828,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.14805,32.75006667,8.7,50.2,0.0,42.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103061435,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.22115,32.791865,9.4,67.7,0.0,67.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103063514,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.26183333,32.81141667,9.4,55.6,0.0,54.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103065550,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.29848333,32.83605,9.4,51.8,0.0,49.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103072927,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.40491667,32.91198333,9.2,43.0,0.0,40.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103075815,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.45433333,32.96741667,9.2,37.7,0.0,39.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103081855,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.50253333,32.99568333,9.4,70.0,0.0,70.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103083932,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.5658,33.02501667,9.4,47.2,0.0,50.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221103085807,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.578515,34.47516667,13.9,171.1,0.0,169.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20230320200852,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.58211667,34.75293167,12.5,185.0,0.0,182.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20230320185331,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.59635,34.87158333,11.8,183.1,0.0,179.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20230320181842,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.59769833,34.3551,14.3,173.0,0.0,173.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20230320203928,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.61543333,34.22206667,14.5,175.5,0.0,176.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320212639,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.62646667,35.06199833,10.7,187.9,0.0,185.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320173205,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.63475,35.1218,10.4,186.1,0.0,185.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320165854,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.65423333,35.25991667,10.1,186.9,0.0,187.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320161518,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.66186667,33.09723333,9.5,49.0,0.0,49.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221103093838,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.67466667,35.38928333,10.6,185.3,0.0,187.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320153047,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.68041667,35.45531667,10.6,184.5,0.0,187.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20230320150039,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.69791667,35.59843333,11.1,191.6,0.0,192.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320142046,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.71828333,35.72161667,11.7,190.0,0.0,189.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320134234,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.73791667,33.15473333,9.4,45.3,0.0,47.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221103101646,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.7444,35.82785,12.1,188.6,0.0,188.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320130607,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.75025,35.92296667,12.4,174.5,0.0,174.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320124015,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.7726,35.97011667,12.7,202.0,0.0,203.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320121931,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.80805,36.10123333,12.9,190.0,0.0,186.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320114816,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.8304,36.21841667,13.2,188.3,0.0,186.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320111005,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.83686667,36.25323333,13.2,188.0,0.0,186.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320110036,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.86455,36.40894833,13.1,188.0,0.0,186.0,UNDER_WAY_USING_ENGINE,0,V-AIS,20230320101619,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,5.2,125.88553333,36.55393333,12.8,189.0,0.0,187.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20230320093547,20230320031821,,,BUSAN,KRPUS,230322020000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.89266667,33.29008167,9.5,45.7,0.0,53.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221103112239,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,125.95933333,33.33906667,9.9,50.0,0.0,56.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221103114950,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.8,126.00223333,33.36888333,10.2,50.8,0.0,58.0,UNDER_WAY_USING_ENGINE,0,T-AIS,20221103120629,20221103063514,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
